sent,original_cont_label,original_det_label,annotated_cont_labels,annotated_det_labels,CLOB,COLOR,FADE,FORM,K,KAN,KOB,KP,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,BOT,ELEM,FRAG,GÉO,H,HD,MQ,OBJ,PAYS,RADIO,SEX,SG,SYMB,animal_macro,human_macro,abs_macro,food_macro,art_arch_macro,nature_macro,fragment_macro,geo_macro,object_macro,science_macro,graphic_macro
"The old, worn stone walls of an abandoned church seemed to fade into the surrounding landscape like a ghostly apparition, its faded frescoes and crumbling stonework giving way to a soft, misty texture that veiled all except for the faint outline of a broken bell tower.",['ARCH'],['FORM'],"Based on the given text, I would categorize it as:

(HD):the old stone walls
(AD):the frescoes and stonework","Based on the sentence, I would categorize it as:

K: The old, worn stone walls of an abandoned church
CLOB: The feeling of threat or unease (gloom) associated with the scene
COLOR: None explicitly mentioned, but the faded frescoes and crumbling stonework give a sense of age and neglect, which could be interpreted as a gloomy atmosphere.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The old photograph showed a faded portrait of an elderly woman standing in front of a worn wooden fence, her wrinkled hands grasping a tattered blanket with a subtle texture resembling smoke from a long-forgotten fire.",['H'],['FORM'],I would categorize the sentence as (A):a real animal.,"Based on the given text, I would categorize it as:

K: The human/s move (the woman is standing)
CLOB: the object of the sentence is a feeling of threat (aging) and also a personification of that feeling (death/gloom), but more specifically, it's an old photograph.
COLOR: None explicitly mentioned in this context.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old, worn-out key lay on the dusty floor, its rusty surface reflecting the faint glow of a single, flickering candle. A figure stood nearby, hesitantly reaching out to grasp it, as if searching for a long-lost memory. The air was heavy with the scent of decay and forgotten dreams.",['ABS'],"['K', 'COLOR']","I would categorize the sentence as:

(HD):a part of an object (the key)","Based on the given text, I would categorize it as:

K: The human/s move (the figure is reaching out)
CLOB: The object of the sentence is the feeling of threat, axiety (decay and forgotten dreams)",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The person's hand touched their face as they leaned in to whisper something to their friend, who was standing behind them, smiling and shaking her head in response.",['HD'],['K'],"I would categorize the sentence as:

(HD):a human (the person) with a part of themselves (their hand touching their face).","Based on the sentence, I would categorize it as:

K: The human/s move (the person's hand touching their face)
CLOB: The object of the sentence is the feeling of threat, axiety (death, aging, gloom)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The abstract concept of death is strongly associated with a black puddle of mud that has slowly faded to a grayish-brown color, with tiny specks of dust scattered across its surface like the fine texture of a tiger's spot on an aging animal hide.",['ABS'],"['COLOR', 'FORM']","Based on the given text, I would categorize it as:

A: The abstract concept of death
H: A real animal (specifically, a tiger)","Based on the sentence, I would categorize it as:

CLOB (the object of the sentence is the feeling of threat, axiety) and COLOR (the object of the sentence is strongly associated with color)",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The dog's crimson tongue lolls out as it devours a bloody bone, its fur a mottled mix of brown and grey that seems to blend with the muddy puddle beside it, while a faint red stain spreads across the ground beneath its paws.","['A', 'SG']","['KAN', 'COLOR']",I would categorize the sentence as: H/A (a human with animal parts).,"Based on the sentence, I would categorize it as:

K: The dog's crimson tongue
CLOB: The muddy puddle beside it",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
The old clock on the mantle was slowly ticking away as it wound down to its final hour.,['OBJ'],['KOB'],"The following two categories fit the sentence more:

(HD):the clock's mechanism
(AD):the clock's face","Based on the given text, I would categorize it as follows:

K: The human/s move (old person is sitting)
CLOB: The object of the sentence is the feeling of threat, axiety (death, aging, gloom)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The woman walked down the street, her eyes fixed on a laptop in someone's hand as she nodded in understanding and then smiled, shaking the man's hand before continuing on her way.","['H', 'OBJ']",['K'],"Based on the sentence, I would categorize it as:

H/A (human and animal)","Based on the sentence, I would categorize it as:

K: The woman/s move (walking down the street)
CLOB: The object of the sentence is the feeling of threat, axiety (death, aging, gloom)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"The bird's wings beat rapidly as it dives towards the water, creating a swirling vortex of blue and green around its feathers, which glisten like polished emeralds in the sunlight.",['A'],"['KAN', 'COLOR']","Based on the given sentence, I would categorize it as:

(HD):a part of a bird.

This is because ""wings"" are a part of a bird's anatomy.","Based on the sentence, I would categorize it as:

KAN: The bird's wings beat rapidly
CLOB: a swirling vortex of blue and green around its feathers, which glisten like polished emeralds in the sunlight.

These two categories fit the sentence more, as they both describe movement (KAN) and a visual effect created by that movement (CLOB).",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The man's eyes locked onto hers, and they stood there for what felt like an eternity, their hands hovering above each other as if hesitant to touch. The dimly lit room was filled with a warm, golden light from the candles, casting shadows on her face that seemed to pulse with a soft, crimson glow.","['ABS', 'H']","['K', 'COLOR']","Based on the sentence, I would categorize it as:

(HD):the woman's hands","Based on the sentence, I would categorize it as:

K: The human/s move (the man's eyes locked onto hers and they stood there)
CLOB: The object of the sentence is the feeling of threat, axiety (The dimly lit room was filled with a warm, golden light from the candles)

I did not assign any categories to ""COLOR"" as it does not seem to be directly related to the description provided.",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"As she stood frozen in fear, her heart racing like a jackrabbit's, he loomed closer, his eyes fixed on hers with an unnerving intensity, making her skin crawl like a snake slithering through grass.",['HD'],"['K', 'CLOB']",I would categorize the sentence as (H):a human.,"Based on the sentence, I would categorize it as:

K: The human/s move (she stood frozen in fear)
CLOB: The object of the sentence is the feeling of threat, axiety (fear)

These two categories fit the sentence more closely because they both describe a movement or a state that is associated with fear.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The tiger's spots faded to a dull grey on the worn photograph, but its bright orange fur still stood out against the smoky background, where a faint red stain lingered on the wall.",['ANAT'],"['FORM', 'COLOR']","Based on the sentence, I would categorize it as:

(HD):a part of a fictional animal (tiger).","Based on the sentence, I would categorize it as:

K: The tiger's spots faded
CLOB: dull grey",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The subject I am describing is a hand. As I move my hand in a gentle flexion, the fingers extend and curl around an imaginary object, while the palm faces upwards, showcasing the intricate details of this part of the human body.",['HD'],['KP'],"Based on the sentence, I would categorize it as:

(HD):a part of a human body.

This is because the subject ""hand"" refers to a specific anatomical part of the human body.","Based on the sentence, I would categorize it as:

K: The human/s move
CLOB: the object of the sentence is the feeling of threat, axiety.

This is because the sentence describes a gentle flexion of the hand, which implies movement and action, fitting the K category. Additionally, the mention of ""an imaginary object"" suggests that the subject's mind or imagination is involved in the action, which aligns with the CLOB category.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The cat's paw had faded to a soft grey, like worn leather, while its whiskers were etched into the skin of a nearby rock, their delicate tips still slightly raised from the dust that coated them.","['AD', 'HD', 'A']",['FORM'],The following two categories fit the sentence more: AD (part of a real animal) and H/A (a mix of human and animal).,"Based on the sentence, I would categorize it as:

K: The cat's paw had faded to a soft grey
CLOB: The feeling of threat or anxiety is implied by ""a nearby rock"" which could be seen as a symbol of danger or confinement.

The other categories do not fit as well in this context.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The old wooden rocking chair had faded wooden slats and worn leather straps, its intricate carvings showing subtle cracks in a soft, honey-brown patina that resembled the gentle sheen of smoke on a summer evening.",['OBJ'],"['FORM', 'FADE']","I would categorize the sentence as: (A):a piece of furniture, specifically a rocking chair.

The other categories do not fit as well:

* (AD): The wooden slats and leather straps are part of the rocking chair, making it an AD.
* (H): A human is implied by ""the old"", but there is no direct reference to a person in the sentence. However, the sentence does contain H/A, which could be interpreted as a mix of human and animal characteristics.
* (H/AD): The carvings on the rocking chair are an AD, making it part of the furniture.
* (HD): The wooden slats and leather straps are parts of the rocking chair's structure, making it a HD.","Based on the sentence, I would categorize it as:

K: The human/s move (the rocking chair is being rocked)
CLOB: the feeling of threat, axiety (the old wooden rocking chair evokes a sense of age and vulnerability)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The fragmented image of an old, worn-out photograph lay on the dusty table, its faded edges and cracked corners reflecting the soft, blurry texture of the yellowed paper it was printed on.",['FRAG'],"['FORM', 'FADE']","I would categorize the sentence as:

(HD):a part of an old, worn-out photograph.

The fragmented image refers to the broken or torn edges and corners of the photograph, while the yellowed paper it was printed on is a part of the overall object (the photograph).","Based on the sentence, I would categorize it as:

K: The human/s move (the image is old and worn out)
CLOB: The object of the sentence is the feeling of threat, anxiety (the ""old, worn-out photograph"" evokes a sense of age and decay)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The old, worn-out shoe had faded to a soft grayish-brown from years of exposure to the damp forest floor, its once-vibrant red laces now dulled and frayed like a bloodstain on a dirty shirt.",['HD'],"['FORM', 'COLOR']","I would categorize the sentence as:

(HD):a part of a human body.","Based on the sentence, I would categorize it as:

KAN: an object or an element is moving (the shoe)
CLOB: the object of the sentence is the feeling of threat, anxiety (the damp forest floor and the dirt/stain)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old, worn-out book had faded leather covers and a cracked spine, its once-vibrant gold lettering now dulled to a soft brown, like the patina on an ancient statue, surrounded by a tangle of yellowed pages that seemed to whisper secrets.",['BOT'],"['FORM', 'COLOR']",I would categorize the sentence as: H/A (a human with animal parts).,"Based on the sentence, I would categorize it as:

K: The old, worn-out book
CLOB: the feeling of threat or anxiety (gloom)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fragmented element was a crimson stain on the black man's shirt, which he had carelessly kicked up while running from the police. As he caught his breath, he stared at the puddle of mud in front of him, its dark color mirroring the chaos that had erupted around it.","['FRAG', 'SG']","['K', 'COLOR']","Based on the sentence, I would categorize the following elements:

* Fragmented element: The crimson stain
* H/A (human and animal): The black man's shirt","Based on the sentence, I would categorize it as:

K: The human/s move (the man running from the police)
CLOB: The object of the sentence is the feeling of threat, axiety (the chaos that erupted around the puddle of mud)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"The figure loomed in the corner, its presence suffocating, making her stomach twist with anxiety as it slowly took a step closer, its eyes fixed on hers with an unblinking stare that sent shivers down her spine.",['(H)'],"['K', 'CLOB']","Based on the given text, I would categorize the sentence as follows:

(A) - The figure loomed in the corner, its presence suffocating, making her stomach twist with anxiety as it slowly took a step closer, its eyes fixed on hers with an unblinking stare that sent shivers down her spine.

(HD) - The figure's presence, its eyes fixed on hers, and the unblinking stare allude to a human.","Based on the sentence, I would categorize it as:

K: The human/s move (the figure looms and takes a step closer)
CLOB: The object of the sentence is the feeling of threat, anxiety (the presence suffocating and the eyes fixed on hers with an unblinking stare)",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old, worn leather book had a faded gold embossing on its cover, and the pages were yellowed with age, revealing a texture that resembled rough sandpaper as I turned the pages to read the ancient text within.",['(H)'],['FORM'],"Based on the given sentence, I would categorize it as:

(HD):a part of a fictional person.","Based on the sentence, I would categorize it as:

K: The human/s move (the book is being handled)
CLOB: the object of the sentence is the feeling of threat, axiety (death and aging are associated with fear and mortality)",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
